Film,Developer,Dilution,ASA/ISO,35mm,120,Sheet,Temp,Notes
Fuji Neopan 1600,Fuji Neopan 1600,Rodinal,1+25,400,3.5,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,Rodinal,1+100,400,20,,,20C,High Contrast
Fuji Neopan 1600,Fuji Neopan 1600,Rodinal,1+25,1600,5,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,Rodinal,1+50,1600,8,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,Rodinal,1+25,3200,7.5,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,Rollei D74,1+9,1600,7.5,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,Rollei D74,1+15,1600,10.5,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,Rollei RLS Low Speed,1+4,800,16,,,24C,
Fuji Neopan 1600,Fuji Neopan 1600,Silberra Ascorol,1+29,1600,8,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,SPD,1+1,800,4.5,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,SPD,1+3,800,7.75,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,SPD,stock,1600,4.25,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,SPD,1+1,1600,6.5,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,SPD,1+3,1600,12,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,SPD,stock,3200,8,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,SPD,1+1,3200,15,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,Sprint Standard,1+9,1600,11.5,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,Spur SD 2525,1+15,400,5.5-6,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,Spur SLD,1+7,640,3.5,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,Spur SLD,1+7,800,5,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,Spur SLD,1+7,1000,7,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,Studional,1+15,800,3,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,Suprol,1+19,1600,3.5,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,TMax Dev,1+9,640,6,,,24C,
Fuji Neopan 1600,Fuji Neopan 1600,TMax Dev,1+4,1600,4.5,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,TMax Dev,1+4,3200,10,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,TMax RS,stock,400,4,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,TMax RS,stock,1600,5,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,TMax RS,stock,3200,9.5,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,Ultrafin,1+10,1600,5.5,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,Ultrafin,1+20,1600,11,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,Ultrafine Liquid,1+2,1600,7.5,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,Ultrafine Liquid,1+4,1600,9,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,WD2D+,3+2+100,1600,7.25,,,22C,
Fuji Neopan 1600,Fuji Neopan 1600,XT-3,stock,200,4,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,XT-3,1+1,200,5.5,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,XT-3,1+2,200,7,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,XT-3,1+3,200,9.25,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,XT-3,stock,400,4.5,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,XT-3,1+1,400,6,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,XT-3,1+2,400,7.75,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,XT-3,1+3,400,10.25,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,XT-3,stock,800,5,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,XT-3,1+1,800,6.75,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,XT-3,1+2,800,8.5,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,XT-3,1+3,800,11.5,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,XT-3,stock,1600,5.75,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,XT-3,1+1,1600,7.5,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,XT-3,1+2,1600,10,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,XT-3,1+3,1600,13,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,XT-3,2+5,1600,11.5,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,XT-3,stock,3200,6.5,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,XT-3,1+1,3200,8.5,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,XT-3,1+2,3200,11.25,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,XT-3,1+3,3200,14.75,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,XT-3,stock,6400,7.25,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,XT-3,1+1,6400,9.75,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,XT-3,1+2,6400,13,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,XT-3,1+3,6400,16.5,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,Xtol,stock,200,4,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,Xtol,1+1,200,5.5,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,Xtol,1+2,200,7,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,Xtol,1+3,200,9.25,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,Xtol,stock,400,4.5,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,Xtol,1+1,400,6,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,Xtol,1+2,400,7.75,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,Xtol,1+3,400,10.25,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,Xtol,stock,800,5,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,Xtol,1+1,800,6.75,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,Xtol,1+2,800,8.5,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,Xtol,1+3,800,11.5,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,Xtol,stock,1600,5.75,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,Xtol,1+1,1600,7.5,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,Xtol,1+2,1600,10,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,Xtol,1+3,1600,13,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,Xtol,2+5,1600,11.5,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,Xtol,stock,3200,6.5,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,Xtol,1+1,3200,8.5,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,Xtol,1+2,3200,11.25,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,Xtol,1+3,3200,14.75,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,Xtol,stock,6400,7.25,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,Xtol,1+1,6400,9.75,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,Xtol,1+2,6400,13,,,20C,
Fuji Neopan 1600,Fuji Neopan 1600,Xtol,1+3,6400,16.5,,,20C,
Fuji RDS 4791,Fuji Eterna-RDS 4791,Bellini DF2 Duo Step,stock,20,4+4,,,20C,
Fuji RDS 4791,Fuji Eterna-RDS 4791,D-76,1+1,6,11,,,20C,
Fuji RDS 4791,Fuji Eterna-RDS 4791,Diafine,stock,20,4+4,,,20C,
Fuji RDS 4791,Fuji Eterna-RDS 4791,HC-110,B,6,12,,,20C,Dilution B is 1+31 from concentrate
Fuji RDS 4791,Fuji Eterna-RDS 4791,ID-11,1+1,6,11,,,20C,
Fuji RDS 4791,Fuji Eterna-RDS 4791,Nucleol BF200,20+15+965,25,9,,,20C,
Fuji RDS 4791,Fuji Eterna-RDS 4791,Ultrafin,1+20,15,15.75,,,20C,
Holga 400,Holga 400,Acufine,stock,400,6,6,,20C,
Holga 400,Holga 400,Atomal 49,stock,400,8-10,8-10,,20C,
Holga 400,Holga 400,Atomal 49,1+1,400,13,13,,20C,
Holga 400,Holga 400,Atomal 49,1+2,400,17,17,,20C,
Holga 400,Holga 400,Beutler-Pyro,10+10+978+2,400,12,12,,22C,
Holga 400,Holga 400,Caffenol C,stock,320,40,40,,20C,
Holga 400,Holga 400,Caffenol C-L,stock,400,35,35,,20C,"Agitation: continuous first 30 secs, then 10 secs every 3-5 mins."
Holga 400,Holga 400,Caffenol C-M (+i),stock,400,15,15,,20C,
Holga 400,Holga 400,D-76,stock,25,4,4,,26C,
Holga 400,Holga 400,D-76,1+1,200,8-9,8-9,,20C,
Holga 400,Holga 400,D-76,stock,400,7-8,7-8,,20C,
Holga 400,Holga 400,D-76,1+1,400,10-13,10-13,,20C,
Holga 400,Holga 400,D-76,1+3,400,22-23,22-23,,20C,
Holga 400,Holga 400,D-76,1+1,800,17,17,,20C,
Holga 400,Holga 400,D-76,stock,1600,20,20,,20C,
Holga 400,Holga 400,DS-10,1+1,400,13,13,,20C,
Holga 400,Holga 400,Eco Pro,stock,400,7,7,,20C,
Holga 400,Holga 400,Eco Pro,1+1,400,9.5,12,,20C,
Holga 400,Holga 400,F76+,1+9,400,8,8,,21C,
Holga 400,Holga 400,FD10,1+9,400,10,10,,20C,
Holga 400,Holga 400,Foma W-17 Hydrofen,stock,1600,10,10,,20C,
Holga 400,Holga 400,Foma W-17 Hydrofen,stock,3200,12,12,,24C,
Holga 400,Holga 400,Fomadon Excel,1+1,400,15,15,,20C,
Holga 400,Holga 400,Fomadon LQN,1+10,400,9-10,9-10,,20C,
Holga 400,Holga 400,Fomadon LQR,1+10,400,7-8,7-8,,20C,
Holga 400,Holga 400,Fomadon P,stock,400,10-11,10-11,,20C,
Holga 400,Holga 400,Fomadon P,1+3,400,22,22,,20C,
Holga 400,Holga 400,Fomadon R09,1+25,400,6,6,,20C,
Holga 400,Holga 400,Fomadon R09,1+50,400,12,12,,20C,
Holga 400,Holga 400,Fomadon R09,1+200,400,60-62,60-62,,20C,
Holga 400,Holga 400,FX-4,1+3,400,18,18,,20C,
Holga 400,Holga 400,HC-110,E,240,7.5,7.5,,20C,Dilution E is 1+47 from concentrate
Holga 400,Holga 400,HC-110,B,320,6,6,,20C,Dilution B is 1+31 from concentrate
Holga 400,Holga 400,HC-110,B,400,7,7,,20C,Dilution B is 1+31 from concentrate
Holga 400,Holga 400,HC-110,H,400,13,13,,20C,Dilution H is 1+63 from concentrate
Holga 400,Holga 400,HC-110,B,1600,13,13,,20C,Dilution B is 1+31 from concentrate
Holga 400,Holga 400,ID-11,stock,25,4,4,,26C,
Holga 400,Holga 400,ID-11,stock,400,7-8,7-8,,20C,
Holga 400,Holga 400,ID-11,1+1,400,12-13,12-13,,20C,
Holga 400,Holga 400,ID-11,1+3,400,22-23,22-23,,20C,
Holga 400,Holga 400,ID-11,1+1,800,17,17,,20C,
Holga 400,Holga 400,Ilfosol 3,1+9,400,8.5,8.5,,20C,
Holga 400,Holga 400,Ilfotec DD-X,1+9,400,12,12,,20C,
Holga 400,Holga 400,Ilfotec HC,1+31,400,7,7,,21C,
Holga 400,Holga 400,Ilfotec LC29,1+29,200,7,7,,20C,
Holga 400,Holga 400,Ilfotec LC29,1+29,400,9,9,,20C,
Holga 400,Holga 400,Marathon,1+9,100,6.5,6.5,,20C,
Holga 400,Holga 400,Microdol-X,stock,400,15,15,,20C,
Holga 400,Holga 400,Microdol-X,1+3,400,32,32,,20C,
Holga 400,Holga 400,Microphen,stock,400,8-9,8-9,,20C,
Holga 400,Holga 400,Microphen,stock,400,13,13,,23C,
Holga 400,Holga 400,Microphen,1+1,400,12-13,12-13,,20C,
Holga 400,Holga 400,Microphen,1+3,400,24-25,24-25,,20C,
Holga 400,Holga 400,Perceptol,stock,400,9-10,9-10,,20C,
Holga 400,Holga 400,PMK,1+2+100,400,13,13,,20C,"Agitation: continuous first 30 secs, then 1 inversion every 15 secs."
Holga 400,Holga 400,Promicrol,1+14,800,15,15,,20C,
Holga 400,Holga 400,Pyrocat-HD,1+1+100,400,14,14,,22C,
Holga 400,Holga 400,Pyrocat-HD,1+1+100,400,10,10,,30C,
Holga 400,Holga 400,Pyrocat-M,1+2+100,400,7,7,,30C,
Holga 400,Holga 400,Pyrocat-MC,1+1+100,400,16,16,,21C,"Semi-stand development: continuous agitation 30-60 secs, then once every 3 mins"
Holga 400,Holga 400,Rodinal,1+50,200,11,11,,20C,
Holga 400,Holga 400,Rodinal,1+25,400,5.5,5.5,,20C,
Holga 400,Holga 400,Rodinal,1+50,400,11,11,,20C,
Holga 400,Holga 400,Rodinal,1+100,400,120,120,,20C,"Semi-stand development: continuous agitation 30-60 secs, then 1-3 times during remainder of development"
Holga 400,Holga 400,Rodinal,1+50,800,19,19,,20C,
Holga 400,Holga 400,Rodinal,1+50,1600,24,24,,20C,
Holga 400,Holga 400,Rodinal,1+25,3200,25,25,,20C,
Holga 400,Holga 400,Rodinal,1+50,3200,52,52,,20C,"Agitation: continuous first 30 secs, then 10 secs every 30 secs."
Holga 400,Holga 400,Romek PQ7,1+3,400,12.5,12.5,,20C,
Holga 400,Holga 400,Romek PQ7,1+3,1600,25,25,,20C,
Holga 400,Holga 400,Silberra Ascorol,1+29,400,8,8,,20C,
Holga 400,Holga 400,Sprint Standard,1+9,400,12,12,,20C,
Holga 400,Holga 400,TMax Dev,1+4,400,7-8,7-8,,20C,
Holga 400,Holga 400,TMax RS,stock,400,8,8,,20C,
Holga 400,Holga 400,Ultrafin,1+20,400,15,15,,20C,
Holga 400,Holga 400,XT-3,stock,400,7,7,,20C,
Holga 400,Holga 400,XT-3,1+1,400,9.5,12,,20C,
Holga 400,Holga 400,Xtol,stock,400,7,7,,20C,
Holga 400,Holga 400,Xtol,1+1,400,9.5,12,,20C,
Ilford Pan F+,Ilford Pan F+,510-Pyro,1+100,32,11.5,11.5,,20C,"Semi-stand development: continuous agitation 60 secs, then once every 10 mins"
Ilford Pan F+,Ilford Pan F+,510-Pyro,1+100,50,8.5,8.5,,20C,
Ilford Pan F+,Ilford Pan F+,510-Pyro,1+100,50,6.5,6.5,,21C,"Agitation: continuous first 30 secs, then 5 secs every 30 secs."
Ilford Pan F+,Ilford Pan F+,ACU-1,1+10,50,7,7,,21C,
Ilford Pan F+,Ilford Pan F+,ACU-1,1+10,64,6.5,6.5,,21C,
Ilford Pan F+,Ilford Pan F+,Acufine,stock,50,3.5,3.5,,20C,
Ilford Pan F+,Ilford Pan F+,Acufine,stock,80,5,4.5,,21C,
Ilford Pan F+,Ilford Pan F+,Acurol-N,1+70,12,11,11,,20C,"Agitation: continuous first 30 secs, then 1-2 inversions every 2 mins."
Ilford Pan F+,Ilford Pan F+,Acurol-N,1+100,16,15,15,,20C,"Agitation: continuous first 30 secs, then 1-2 inversions every 5 mins."
Ilford Pan F+,Ilford Pan F+,Acurol-N,1+100,20,15,15,,20C,"Agitation: continuous first 30 secs, then 1-2 inversions every 5 mins."
Ilford Pan F+,Ilford Pan F+,Acurol-N,1+100,25,20,20,,20C,"Agitation: continuous first 30 secs, then 1-2 inversions every 5 mins."
Ilford Pan F+,Ilford Pan F+,Acurol-N,1+100,25,30,30,,20C,High Contrast
Ilford Pan F+,Ilford Pan F+,Acurol-N,1+100,32,27,27,,24C,"Agitation: continuous first 30 secs, then 1-2 inversions every 3-4 mins."
Ilford Pan F+,Ilford Pan F+,Acurol-N,1+100,40,25,25,,22C,"Agitation: continuous first 30 secs, then 1-2 inversions every 5 mins."
Ilford Pan F+,Ilford Pan F+,Acurol-N,1+100,40,27,27,,24C,"Agitation: continuous first 30 secs, then 1-2 inversions every 3-4 mins."
Ilford Pan F+,Ilford Pan F+,Acurol-N,1+100,50,27,27,,24C,"Agitation: continuous first 30 secs, then 1-2 inversions every 3-4 mins."
Ilford Pan F+,Ilford Pan F+,Adox HR-DEV,1+49,25,10,10,,20C,"Agitation: continuous first 30 secs, then 1-2 inversions every 2 mins."
Ilford Pan F+,Ilford Pan F+,ADX II,1+24,25,5,5,,20C,
Ilford Pan F+,Ilford Pan F+,Amaloco AM74,1+7,50,3,3,,20C,
Ilford Pan F+,Ilford Pan F+,Amaloco AM74,1+7,100,3.5,3.5,,20C,
Ilford Pan F+,Ilford Pan F+,Arista® Liquid,1+14,50,5.5,5.5,,20C,
Ilford Pan F+,Ilford Pan F+,Ars-Imago FD,1+39,50,6,6,,20C,
Ilford Pan F+,Ilford Pan F+,Ars-Imago FE,1+1,50,6.5,6.5,,20C,
Ilford Pan F+,Ilford Pan F+,Atomal 49,stock,50,7.5,7.5,,20C,
Ilford Pan F+,Ilford Pan F+,Bellini DF2 Duo Step,stock,80,3+3,3+3,,20C,
Ilford Pan F+,Ilford Pan F+,Bellini DF2 Duo Step,stock,100,3+3,3+3,,20C,
Ilford Pan F+,Ilford Pan F+,Bellini Hydrofen,1+15,25,3,3,,20C,
Ilford Pan F+,Ilford Pan F+,Bergger Superfine,1+4,25,12,12,,24C,
Ilford Pan F+,Ilford Pan F+,Black/White & Green,1+49,50,10,10,,20C,
Ilford Pan F+,Ilford Pan F+,D-19,1+1,50,5.5,5.5,,20C,Agitation: continuous (slow rhythm).
Ilford Pan F+,Ilford Pan F+,D-23,stock,50,6.5,6.5,,20C,"Agitation: continuous first min, then 5 secs per min."
Ilford Pan F+,Ilford Pan F+,D-23,1+1,50,8.5,8.5,,20C,"Agitation: continuous first min, then 5 secs per min."
Ilford Pan F+,Ilford Pan F+,D-23,1+3,50,15,15,,20C,"Agitation: continuous first min, then 5 secs per min."
Ilford Pan F+,Ilford Pan F+,D-76,stock,12,4,4,,20C,
Ilford Pan F+,Ilford Pan F+,D-76,1+3,12,9,9,,20C,
Ilford Pan F+,Ilford Pan F+,D-76,stock,25,4.5,4.5,,20C,
Ilford Pan F+,Ilford Pan F+,D-76,1+1,25,6,6,,20C,
Ilford Pan F+,Ilford Pan F+,D-76,1+3,25,12.5,12.5,,20C,
Ilford Pan F+,Ilford Pan F+,D-76,stock,50,6.5,6.5,,20C,
Ilford Pan F+,Ilford Pan F+,D-76,1+1,50,8.5,8.5,,20C,
Ilford Pan F+,Ilford Pan F+,D-76,1+3,50,15,15,,20C,
Ilford Pan F+,Ilford Pan F+,D-76,1+1,100,11,11,,21C,
Ilford Pan F+,Ilford Pan F+,Diafine,stock,80,3+3,3+3,,20C,
Ilford Pan F+,Ilford Pan F+,Diafine,stock,100,3+3,3+3,,20C,
Ilford Pan F+,Ilford Pan F+,DiXactol Ultra,1+7+300,50,10,10,,21C,"Semi-stand development: continuous agitation 30-60 secs, then once every 3 mins"
Ilford Pan F+,Ilford Pan F+,DK-50,1+1,50,5,5,,20C,
Ilford Pan F+,Ilford Pan F+,DK-50,1+3,50,9,9,,20C,
Ilford Pan F+,Ilford Pan F+,Eco Pro,stock,25,6,6,,20C,
Ilford Pan F+,Ilford Pan F+,Eco Pro,1+1,25,6.75,6.75,,20C,
Ilford Pan F+,Ilford Pan F+,Eco Pro,1+2,25,8.75,8.75,,20C,
Ilford Pan F+,Ilford Pan F+,Eco Pro,1+3,25,10.5,10.5,,20C,
Ilford Pan F+,Ilford Pan F+,Eco Pro,stock,50,7,7,,20C,
Ilford Pan F+,Ilford Pan F+,Eco Pro,1+1,50,7.75,7.75,,20C,
Ilford Pan F+,Ilford Pan F+,Eco Pro,1+2,50,10,10,,20C,
Ilford Pan F+,Ilford Pan F+,Eco Pro,1+3,50,12,12,,20C,
Ilford Pan F+,Ilford Pan F+,Eco Pro,stock,100,8,8,,20C,
Ilford Pan F+,Ilford Pan F+,Eco Pro,1+1,100,9.5,9.5,,20C,
Ilford Pan F+,Ilford Pan F+,Eco Pro,1+2,100,11.5,11.5,,20C,
Ilford Pan F+,Ilford Pan F+,Eco Pro,1+3,100,13.5,13.5,,20C,
Ilford Pan F+,Ilford Pan F+,Eco Pro,stock,200,9,9,,20C,
Ilford Pan F+,Ilford Pan F+,Eco Pro,1+1,200,11.25,11.25,,20C,
Ilford Pan F+,Ilford Pan F+,Eco Pro,1+2,200,13.25,13.25,,20C,
Ilford Pan F+,Ilford Pan F+,Eco Pro,1+3,200,15.75,15.75,,20C,
Ilford Pan F+,Ilford Pan F+,Eco Pro,stock,400,10,10,,20C,
Ilford Pan F+,Ilford Pan F+,Eco Pro,1+1,400,13,13,,20C,
Ilford Pan F+,Ilford Pan F+,Eco Pro,1+2,400,15.5,15.5,,20C,
Ilford Pan F+,Ilford Pan F+,Eco Pro,1+3,400,18.5,18.5,,20C,
Ilford Pan F+,Ilford Pan F+,Emofin,stock,50,4+4,4+4,,20C,
Ilford Pan F+,Ilford Pan F+,F76+,1+14,50,5.5,5.5,,20C,
Ilford Pan F+,Ilford Pan F+,FA-1027,1+14,50,5,5,,20C,
Ilford Pan F+,Ilford Pan F+,FD10,1+9,50,4,4,,20C,
Ilford Pan F+,Ilford Pan F+,FD10,1+14,50,6,6,,20C,
Ilford Pan F+,Ilford Pan F+,Finol,1+1+100,40,8.5,8.5,,24C,
Ilford Pan F+,Ilford Pan F+,Foma W-17 Hydrofen,1+1,50,7.5,7.5,,20C,
Ilford Pan F+,Ilford Pan F+,Fomadon Excel,stock,50,7.5,7.5,,20C,
Ilford Pan F+,Ilford Pan F+,Fomadon Excel,1+1,50,10.5,10.5,,20C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
Ilford Pan F+,Ilford Pan F+,Fomadon R09,1+25,12,1.75,1.75,,20C,
Ilford Pan F+,Ilford Pan F+,Fomadon R09,1+25,50,6,6,,20C,
Ilford Pan F+,Ilford Pan F+,Fomadon R09,1+50,50,12,12,,20C,
Ilford Pan F+,Ilford Pan F+,FX-19,stock,100,7,7,,20C,
Ilford Pan F+,Ilford Pan F+,FX-37,1+3,80,4,4,,20C,
Ilford Pan F+,Ilford Pan F+,FX-39,1+9,50,5,5,,20C,
Ilford Pan F+,Ilford Pan F+,FX-39,1+19,50,11,11,,20C,
Ilford Pan F+,Ilford Pan F+,FX-55,1+9,50,7,7,,20C,
Ilford Pan F+,Ilford Pan F+,GSD-10,1+5,50,6.5,6.5,,21C,
Ilford Pan F+,Ilford Pan F+,GSD-10,1+10,200,60,60,,21C,"Stand development: agitate for first minute only, then allow to stand undisturbed"
Ilford Pan F+,Ilford Pan F+,HC-110,B,50,4,4,,20C,Dilution B is 1+31 from concentrate
Ilford Pan F+,Ilford Pan F+,HC-110,E,50,5.5,5.5,,20C,Dilution E is 1+47 from concentrate
Ilford Pan F+,Ilford Pan F+,HC-110,F,50,9.5,9.5,,20C,Dilution F is 1+79 from concentrate
Ilford Pan F+,Ilford Pan F+,HC-110,F,100,11.5,11.5,,20C,Dilution F is 1+79 from concentrate
Ilford Pan F+,Ilford Pan F+,HC-110,D,125,9,9,,20C,Dilution D is 1+39 from concentrate
Ilford Pan F+,Ilford Pan F+,Hypercat,1+3+200,50,9.75,9.75,,21C,
Ilford Pan F+,Ilford Pan F+,Hypercat,2+3+400,50,15,15,,21C,"Dilution and time refer to the original Hypercat formulation. If you are using the current formula you can try multiplying the middle number in the dilution by x10, but results are not guaranteed."
Ilford Pan F+,Ilford Pan F+,Hypercat,2+3+500,50,15,15,,21C,"Semi-stand development: continuous agitation 30-60 secs, then 1-3 times during remainder of development"
Ilford Pan F+,Ilford Pan F+,ID-11,stock,12,4,4,,20C,
Ilford Pan F+,Ilford Pan F+,ID-11,1+3,12,9,9,,20C,
Ilford Pan F+,Ilford Pan F+,ID-11,stock,25,4.5,4.5,,20C,
Ilford Pan F+,Ilford Pan F+,ID-11,1+1,25,6,6,,20C,
Ilford Pan F+,Ilford Pan F+,ID-11,1+3,25,12.5,12.5,,20C,
Ilford Pan F+,Ilford Pan F+,ID-11,stock,50,6.5,6.5,,20C,
Ilford Pan F+,Ilford Pan F+,ID-11,1+1,50,8.5,8.5,,20C,
Ilford Pan F+,Ilford Pan F+,ID-11,1+3,50,15,15,,20C,
Ilford Pan F+,Ilford Pan F+,ID-11,1+1,100,11,11,,21C,
Ilford Pan F+,Ilford Pan F+,Ilfosol 3,1+14,50,4.5,4.5,,20C,
Ilford Pan F+,Ilford Pan F+,Ilfotec DD,stock,25,4.5,4.5,,24C,
Ilford Pan F+,Ilford Pan F+,Ilfotec DD,stock,50,10,10,,20C,
Ilford Pan F+,Ilford Pan F+,Ilfotec DD,stock,50,5.5,5.5,,24C,
Ilford Pan F+,Ilford Pan F+,Ilfotec DD-X,1+4,25,7,7,,20C,
Ilford Pan F+,Ilford Pan F+,Ilfotec DD-X,1+4,50,8,8,,20C,
Ilford Pan F+,Ilford Pan F+,Ilfotec DD-X,1+4,50,5,5,,24C,
Ilford Pan F+,Ilford Pan F+,Ilfotec DD-X,1+4,100,9,9,,20C,
Ilford Pan F+,Ilford Pan F+,Ilfotec DD-X,1+4,100,6,6,,24C,
Ilford Pan F+,Ilford Pan F+,Ilfotec HC,1+31,50,4,4,,20C,
Ilford Pan F+,Ilford Pan F+,Ilfotec HC,1+47,50,5.5,5.5,,20C,
Ilford Pan F+,Ilford Pan F+,Ilfotec LC29,1+19,50,4,4,,20C,
Ilford Pan F+,Ilford Pan F+,Ilfotec LC29,1+29,50,5.5,5.5,,20C,
Ilford Pan F+,Ilford Pan F+,Marathon,1+9,50,4.25,4.25,,20C,
Ilford Pan F+,Ilford Pan F+,Microdol-X,stock,25,12,12,,20C,
Ilford Pan F+,Ilford Pan F+,Microdol-X,1+3,25,15,15,,20C,
Ilford Pan F+,Ilford Pan F+,Microdol-X,stock,50,15,15,,20C,
Ilford Pan F+,Ilford Pan F+,Microdol-X,1+3,50,18,18,,20C,
Ilford Pan F+,Ilford Pan F+,Microphen,stock,25,4.5,4.5,,20C,Same time applies across ASA/ISO range
Ilford Pan F+,Ilford Pan F+,Microphen,1+1,25,6,6,,20C,Same time applies across ASA/ISO range
Ilford Pan F+,Ilford Pan F+,Microphen,1+3,25,11,11,,20C,Same time applies across ASA/ISO range
Ilford Pan F+,Ilford Pan F+,Microphen,stock,50,4.5,4.5,,20C,Same time applies across ASA/ISO range
Ilford Pan F+,Ilford Pan F+,Microphen,1+1,50,6,6,,20C,Same time applies across ASA/ISO range
Ilford Pan F+,Ilford Pan F+,Microphen,1+3,50,11,11,,20C,Same time applies across ASA/ISO range
Ilford Pan F+,Ilford Pan F+,Microphen,stock,100,8,8,,20C,
Ilford Pan F+,Ilford Pan F+,Microphen,stock,200,12,12,,20C,
Ilford Pan F+,Ilford Pan F+,Mocon,1+64,50,12.25,12.25,,20C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
Ilford Pan F+,Ilford Pan F+,Moersch eco,2+1+70,32,9.5,9.5,,20C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
Ilford Pan F+,Ilford Pan F+,Neofin Blue,stock,50,4.5,4.5,,20C,"Neofin Blue/Red stock is made by mixing the contents of the vial with water to make 500ml; these times are for the older version only (20ml,25ml or 30ml vials). The current version of Neofin Blue is packaged with 50ml vials and does not use the stock solution."
Ilford Pan F+,Ilford Pan F+,Neofin Blue,1+5,100,10,10,,20C,
Ilford Pan F+,Ilford Pan F+,Neofin Blue,1+9,100,15,15,,20C,
Ilford Pan F+,Ilford Pan F+,Neopress HC,1+15,50,2.5,2.5,,20C,For 0.70 gamma
